,movieId,title,genres
6740,6863,School of Rock (2003),Comedy|Musical
6747,6870,Mystic River (2003),Crime|Drama|Mystery
6751,6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
6809,6934,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
6811,6936,Elf (2003),Children|Comedy|Fantasy
6817,6942,Love Actually (2003),Comedy|Drama|Romance
6822,6947,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War
6828,6953,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller
6854,6979,WarGames (1983),Drama|Sci-Fi|Thriller
6897,7022,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller
6965,7090,Hero (Ying xiong) (2002),Action|Adventure|Drama
6974,7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi
7018,7143,"Last Samurai, The (2003)",Action|Adventure|Drama|War
7022,7147,Big Fish (2003),Drama|Fantasy|Romance
7028,7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
7129,7254,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller
7168,7293,50 First Dates (2004),Comedy|Romance
7198,7323,"Good bye, Lenin! (2003)",Comedy|Drama
7235,7360,Dawn of the Dead (2004),Action|Drama|Horror|Thriller
7236,7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
7248,7373,Hellboy (2004),Action|Adventure|Fantasy|Horror
7299,7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
7305,7444,13 Going on 30 (2004),Comedy|Fantasy|Romance
7306,7445,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller
7312,7451,Mean Girls (2004),Comedy
7315,7454,Van Helsing (2004),Action|Adventure|Fantasy|Horror
7319,7458,Troy (2004),Action|Adventure|Drama|War
7734,8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
7735,8361,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller
7742,8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX
7745,8371,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller
7750,8376,Napoleon Dynamite (2004),Comedy
7805,8464,Super Size Me (2004),Comedy|Documentary|Drama
7846,8528,Dodgeball: A True Underdog Story (2004),Comedy
7847,8529,"Terminal, The (2004)",Comedy|Drama|Romance
7851,8533,"Notebook, The (2004)",Drama|Romance
7909,8622,Fahrenheit 9/11 (2004),Documentary
7923,8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX
7928,8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy
7931,8644,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller
7952,8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
8069,8783,"Village, The (2004)",Drama|Mystery|Thriller
8070,8784,Garden State (2004),Comedy|Drama|Romance
8083,8798,Collateral (2004),Action|Crime|Drama|Thriller
8092,8807,Harold and Kumar Go to White Castle (2004),Adventure|Comedy
8159,8874,Shaun of the Dead (2004),Comedy|Horror
8202,8917,Team America: World Police (2004),Action|Adventure|Animation|Comedy
8234,8949,Sideways (2004),Comedy|Drama|Romance
8235,8950,The Machinist (2004),Drama|Mystery|Thriller
8242,8957,Saw (2004),Horror|Mystery|Thriller
8243,8958,Ray (2004),Drama
8246,8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
8255,8970,Finding Neverland (2004),Drama
8257,8972,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller
8269,8984,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller
9299,27706,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
9336,27773,Old Boy (2003),Mystery|Thriller
9423,30707,Million Dollar Baby (2004),Drama
9430,30749,Hotel Rwanda (2004),Drama|War
9437,30793,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX
9441,30810,"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy|Fantasy
9442,30812,"Aviator, The (2004)",Drama
9447,30825,Meet the Fockers (2004),Comedy
9545,31410,"Downfall (Untergang, Der) (2004)",Drama|War
9593,31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
9599,31685,Hitch (2005),Comedy|Romance
9604,31696,Constantine (2005),Action|Fantasy|Horror|Thriller
9778,32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
9865,33004,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi
9900,33166,Crash (2004),Crime|Drama
9952,33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
9971,33615,Madagascar (2005),Adventure|Animation|Children|Comedy
9981,33660,Cinderella Man (2005),Drama|Romance
9986,33679,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance
10002,33794,Batman Begins (2005),Action|Crime|IMAX
10055,34048,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller
10070,34150,Fantastic Four (2005),Action|Adventure|Sci-Fi
10074,34162,Wedding Crashers (2005),Comedy|Romance
10097,34319,"Island, The (2005)",Action|Sci-Fi|Thriller
10113,34405,Serenity (2005),Action|Adventure|Sci-Fi
10169,35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance
10204,36529,Lord of War (2005),Action|Crime|Drama|Thriller|War
10248,37729,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
10250,37733,"History of Violence, A (2005)",Action|Crime|Drama|Thriller
10273,38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
10275,38061,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
10309,39183,Brokeback Mountain (2005),Drama|Romance
10401,40629,Pride & Prejudice (2005),Drama|Romance
10408,40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX
10410,40819,Walk the Line (2005),Drama|Musical|Romance
10450,41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy
10451,41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller
10492,41997,Munich (2005),Action|Crime|Drama|Thriller
10679,44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
10681,44195,Thank You for Smoking (2006),Comedy|Drama
10683,44199,Inside Man (2006),Crime|Drama|Thriller
10702,44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller
10720,44665,Lucky Number Slevin (2006),Crime|Drama|Mystery
10785,45186,Mission: Impossible III (2006),Action|Adventure|Thriller
10803,45447,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
10804,45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller
10810,45517,Cars (2006),Animation|Children|Comedy
10830,45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance
10835,45720,"Devil Wears Prada, The (2006)",Comedy|Drama
10836,45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy
10896,46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama
10909,46723,Babel (2006),Drama|Thriller
10943,46972,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX
10945,46976,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
10957,47099,"Pursuit of Happyness, The (2006)",Drama
11017,47610,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance
11115,48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy
11117,48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
11124,48516,"Departed, The (2006)",Crime|Drama|Thriller
11158,48738,"Last King of Scotland, The (2006)",Drama|Thriller
11162,48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller
11163,48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
11207,49272,Casino Royale (2006),Action|Adventure|Thriller
11210,49278,Déjà Vu (Deja Vu) (2006),Action|Sci-Fi|Thriller
11238,49530,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
11361,50872,Ratatouille (2007),Animation|Children|Drama
11407,51255,Hot Fuzz (2007),Action|Comedy|Crime|Mystery
11435,51540,Zodiac (2007),Crime|Drama|Thriller
11447,51662,300 (2007),Action|Fantasy|War|IMAX
11509,52281,Grindhouse (2007),Action|Crime|Horror|Sci-Fi|Thriller
11561,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX
11592,52973,Knocked Up (2007),Comedy|Drama|Romance
11595,53000,28 Weeks Later (2007),Horror|Sci-Fi|Thriller
11606,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy
11623,53322,Ocean's Thirteen (2007),Crime|Thriller
11694,53972,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller
11698,53996,Transformers (2007),Action|Sci-Fi|Thriller|IMAX
11700,54001,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX
11728,54259,Stardust (2007),Adventure|Comedy|Fantasy|Romance
11732,54272,"Simpsons Movie, The (2007)",Animation|Comedy
11738,54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
11758,54503,Superbad (2007),Comedy
11811,54997,3:10 to Yuma (2007),Action|Crime|Drama|Western
11848,55247,Into the Wild (2007),Action|Adventure|Drama
11856,55269,"Darjeeling Limited, The (2007)",Adventure|Comedy|Drama
11927,55765,American Gangster (2007),Crime|Drama|Thriller
11932,55820,No Country for Old Men (2007),Crime|Drama
11974,56174,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX
11983,56367,Juno (2007),Comedy|Drama|Romance
12024,56757,Sweeney Todd: The Demon Barber of Fleet Street (2007),Drama|Horror|Musical|Thriller
12027,56782,There Will Be Blood (2007),Drama|Western
12072,57368,Cloverfield (2008),Action|Mystery|Sci-Fi|Thriller
12111,57669,In Bruges (2008),Comedy|Crime|Drama|Thriller
12221,58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
12277,58998,Forgetting Sarah Marshall (2008),Comedy|Romance
12324,59315,Iron Man (2008),Action|Adventure|Sci-Fi
12331,59369,Taken (2008),Action|Crime|Drama|Thriller
12357,59615,Indiana Jones and the Kingdom of the Crystal Skull (2008),Action|Adventure|Comedy|Sci-Fi
12377,59784,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX
12425,60040,"Incredible Hulk, The (2008)",Action|Sci-Fi
12429,60069,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
12430,60072,Wanted (2008),Action|Thriller
12431,60074,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy
12536,60684,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX
12577,61024,Pineapple Express (2008),Action|Comedy|Crime
12591,61132,Tropic Thunder (2008),Action|Adventure|Comedy|War
12599,61240,Let the Right One In (Låt den rätte komma in) (2008),Drama|Fantasy|Horror|Romance
12617,61323,Burn After Reading (2008),Comedy|Crime|Drama
12757,63082,Slumdog Millionaire (2008),Crime|Drama|Romance
12758,63113,Quantum of Solace (2008),Action|Adventure|Thriller
12826,63992,Twilight (2008),Drama|Fantasy|Romance|Thriller
12876,64614,Gran Torino (2008),Crime|Drama
12891,64839,"Wrestler, The (2008)",Drama
12901,64957,"Curious Case of Benjamin Button, The (2008)",Drama|Fantasy|Mystery|Romance
12902,64969,Yes Man (2008),Comedy
13039,66097,Coraline (2009),Animation|Fantasy|Thriller
13157,67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime|Drama|Mystery|Thriller
13249,68157,Inglourious Basterds (2009),Action|Drama|War
13266,68237,Moon (2009),Drama|Mystery|Sci-Fi|Thriller
13277,68319,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller
13285,68358,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX
13362,68954,Up (2009),Adventure|Animation|Children|Drama
13382,69122,"Hangover, The (2009)",Comedy|Crime
13445,69481,"Hurt Locker, The (2008)",Action|Drama|Thriller|War
13495,69757,(500) Days of Summer (2009),Comedy|Drama|Romance
13512,69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX
13575,70286,District 9 (2009),Mystery|Sci-Fi|Thriller
13822,71535,Zombieland (2009),Action|Comedy|Horror
13907,72011,Up in the Air (2009),Drama|Romance
13948,72226,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime
13984,72378,2012 (2009),Action|Drama|Sci-Fi|Thriller
14025,72641,"Blind Side, The  (2009)",Drama
14102,72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX
14106,73017,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller
14162,73321,"Book of Eli, The (2010)",Action|Adventure|Drama
14336,74458,Shutter Island (2010),Drama|Mystery|Thriller
14393,74789,Alice in Wonderland (2010),Adventure|Fantasy|IMAX
14477,76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX
14508,76251,Kick-Ass (2010),Action|Comedy
14628,77561,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX
14813,78499,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
14929,79091,Despicable Me (2010),Animation|Children|Comedy|Crime
14937,79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
15056,79702,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance
15238,80463,"Social Network, The (2010)",Drama
15248,80549,Easy A (2010),Comedy|Romance
15411,81229,Red (2010),Action|Comedy
15470,81562,127 Hours (2010),Adventure|Drama|Thriller
15471,81564,Megamind (2010),Action|Animation|Children|Comedy|Sci-Fi|IMAX
15479,81591,Black Swan (2010),Drama|Thriller
15538,81834,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX
15539,81845,"King's Speech, The (2010)",Drama
15540,81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX
15673,82459,True Grit (2010),Western
15674,82461,Tron: Legacy (2010),Action|Adventure|Sci-Fi|IMAX
15942,84152,Limitless (2011),Sci-Fi|Thriller
16184,85414,Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller
16312,86332,Thor (2011),Action|Adventure|Drama|Fantasy|IMAX
16440,86880,Pirates of the Caribbean: On Stranger Tides (2011),Action|Adventure|Fantasy|IMAX
16441,86882,Midnight in Paris (2011),Comedy|Fantasy|Romance
16527,87232,X-Men: First Class (2011),Action|Adventure|Sci-Fi|Thriller|War
16718,88125,Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Adventure|Drama|Fantasy|Mystery|IMAX
16720,88129,Drive (2011),Crime|Drama|Film-Noir|Thriller
16725,88140,Captain America: The First Avenger (2011),Action|Adventure|Sci-Fi|Thriller|War
16728,88163,"Crazy, Stupid, Love. (2011)",Comedy|Drama|Romance
16852,88744,Rise of the Planet of the Apes (2011),Action|Drama|Sci-Fi|Thriller
16866,88810,"Help, The (2011)",Drama
17012,89492,Moneyball (2011),Drama
17067,89745,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX
17218,90405,In Time (2011),Crime|Sci-Fi|Thriller
17456,91500,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller
17464,91529,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX
17470,91542,Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller
17501,91630,Mission: Impossible - Ghost Protocol (2011),Action|Adventure|Thriller|IMAX
17506,91658,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller
17674,92259,Intouchables (2011),Comedy|Drama
17905,93510,21 Jump Street (2012),Action|Comedy|Crime
17971,93840,"Cabin in the Woods, The (2012)",Comedy|Horror|Sci-Fi|Thriller
18125,94777,Men in Black III (M.III.B.) (M.I.B.³) (2012),Action|Comedy|Sci-Fi|IMAX
18145,94864,Prometheus (2012),Action|Horror|Sci-Fi|IMAX
18163,94959,Moonrise Kingdom (2012),Comedy|Drama|Romance
18202,95167,Brave (2012),Action|Adventure|Animation|Children
18229,95441,Ted (2012),Comedy|Fantasy
18241,95510,"Amazing Spider-Man, The (2012)",Action|Adventure|Sci-Fi|IMAX
18337,96079,Skyfall (2012),Action|Adventure|Thriller|IMAX
18454,96610,Looper (2012),Action|Crime|Sci-Fi
18514,96821,"Perks of Being a Wallflower, The (2012)",Drama|Romance
18627,97304,Argo (2012),Drama|Thriller
18703,97752,Cloud Atlas (2012),Drama|Sci-Fi|IMAX
18747,97913,Wreck-It Ralph (2012),Animation|Comedy
18751,97921,Silver Linings Playbook (2012),Comedy|Drama
18755,97938,Life of Pi (2012),Adventure|Drama|IMAX
18952,98809,"Hobbit: An Unexpected Journey, The (2012)",Adventure|Fantasy|IMAX
19021,99114,Django Unchained (2012),Action|Drama|Western
19615,101864,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX
19678,102125,Iron Man 3 (2013),Action|Sci-Fi|Thriller|IMAX
19733,102445,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX
19807,102903,Now You See Me (2013),Crime|Mystery|Thriller
19885,103228,Pacific Rim (2013),Action|Adventure|Sci-Fi|IMAX
19890,103249,World War Z (2013),Action|Drama|Horror|IMAX
19891,103253,Elysium (2013),Action|Drama|Sci-Fi|IMAX
20247,104841,Gravity (2013),Action|Sci-Fi|IMAX
20256,104879,Prisoners (2013),Drama|Mystery|Thriller
20460,105844,12 Years a Slave (2013),Drama
20513,106072,Thor: The Dark World (2013),Action|Adventure|Fantasy|IMAX
20523,106100,Dallas Buyers Club (2013),Drama
20602,106487,The Hunger Games: Catching Fire (2013),Action|Adventure|Sci-Fi|IMAX
20603,106489,"Hobbit: The Desolation of Smaug, The (2013)",Adventure|Fantasy|IMAX
20638,106696,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance
20651,106782,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
20679,106920,Her (2013),Drama|Romance|Sci-Fi
21068,108932,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy
21167,109374,"Grand Budapest Hotel, The (2014)",Comedy|Drama
21199,109487,Interstellar (2014),Sci-Fi|IMAX
21348,110102,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX
21606,111362,X-Men: Days of Future Past (2014),Action|Adventure|Sci-Fi
21691,111759,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX
21759,112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),Comedy|Drama
21857,112552,Whiplash (2014),Drama
21859,112556,Gone Girl (2014),Drama|Thriller
21936,112852,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi
22485,115149,John Wick (2014),Action|Thriller
22566,115569,Nightcrawler (2014),Crime|Drama|Thriller
22572,115617,Big Hero 6 (2014),Action|Animation|Comedy
22595,115713,Ex Machina (2015),Drama|Sci-Fi|Thriller
23011,116797,The Imitation Game (2014),Drama|Thriller|War
23024,116823,The Hunger Games: Mockingjay - Part 1 (2014),Adventure|Sci-Fi|Thriller
23144,117176,The Theory of Everything (2014),Drama|Romance
23249,117529,Jurassic World (2015),Action|Adventure|Drama|Sci-Fi|Thriller
23594,118696,The Hobbit: The Battle of the Five Armies (2014),Adventure|Fantasy
23744,119145,Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime
25053,122882,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller
25055,122886,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX
25058,122892,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi
25061,122900,Ant-Man (2015),Action|Adventure|Sci-Fi
25063,122904,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi
25067,122912,Avengers: Infinity War - Part I (2018),Action|Adventure|Sci-Fi
25069,122916,Thor: Ragnarok (2017),Action|Adventure|Sci-Fi
25070,122918,Guardians of the Galaxy 2 (2017),Action|Adventure|Sci-Fi
25071,122920,Captain America: Civil War (2016),Action|Sci-Fi|Thriller
25072,122922,Doctor Strange (2016),Action|Adventure|Sci-Fi
27112,128360,The Hateful Eight (2015),Western
29538,134130,The Martian (2015),Adventure|Drama|Sci-Fi
29850,134853,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy
31752,139385,The Revenant (2015),Adventure|Drama
33141,142488,Spotlight (2015),Thriller
35759,148626,"Big Short, The (2015)",Drama
37184,152081,Zootopia (2016),Action|Adventure|Animation|Children|Comedy
42586,164179,Arrival (2016),Sci-Fi
43646,166528,Rogue One: A Star Wars Story (2016),Action|Adventure|Fantasy|Sci-Fi
44449,168250,Get Out (2017),Horror
44450,168252,Logan (2017),Action|Sci-Fi
48302,176371,Blade Runner 2049 (2017),Sci-Fi
